player_name,team_name,position,price,total_points,points_per_game,form,minutes,selected_by_percent,expected_goals,expected_assists,expected_goal_involvements,xgi_per_90,value_season
Nico González Iglesias,Man City,MID,5.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Mateo Kovačić,Man City,MID,5.5,1,1.0,1.0,27,0.1,0.0,0.01,0.01,0.03333333333333333,0.18181818181818182
Claudio Echeverri,Man City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Kalvin Phillips,Man City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Divine Mukasa,Man City,MID,4.5,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Jeremy Monga,Man City,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Erling Haaland,Man City,FWD,15.5,2,2.0,2.0,90,69.1,0.85,0.02,0.87,0.87,0.12903225806451613
Elliot Anderson,Man City,MID,6.5,2,2.0,2.0,62,7.7,0.0,0.25,0.25,0.3629032258064516,0.3076923076923077
Gerónimo Rulli,Man City,GK,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,Man Utd,MID,6.0,2,2.0,2.0,66,2.6,0.04,0.11,0.15,0.20454545454545453,0.3333333333333333
Andrey Nascimento dos Santos,Man Utd,MID,5.0,2,2.0,2.0,66,1.1,0.0,0.23,0.23,0.31363636363636366,0.4
Karl Darlow,Man Utd,GK,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Senne Lammens,Man Utd,GK,5.0,1,1.0,1.0,90,16.4,0.0,0.0,0.0,0.0,0.2
Altay Bayındır,Man Utd,GK,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Heaton,Man Utd,GK,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Patrick Dorgu,Man Utd,MID,6.0,0,0.0,0.0,45,1.3,0.47,0.03,0.5,1.0,0.0
Matthijs de Ligt,Man Utd,DEF,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot Teixeira,Man Utd,DEF,5.0,1,1.0,1.0,10,2.7,0.0,0.0,0.0,0.0,0.2
Harry Maguire,Man Utd,DEF,5.0,1,1.0,1.0,90,18.0,0.04,0.4,0.44,0.44,0.2
Lisandro Martínez,Man Utd,DEF,5.0,0,0.0,0.0,0,1.4,0.0,0.0,0.0,0.0,0.0
Leny Yoro,Man Utd,DEF,5.0,0,0.0,0.0,0,0.7,0.0,0.0,0.0,0.0,0.0
Ayden Heaven,Man Utd,DEF,4.5,1,1.0,1.0,90,0.4,0.12,0.04,0.16,0.16,0.2222222222222222
Noussair Mazraoui,Man Utd,DEF,4.5,1,1.0,1.0,79,0.7,0.22,0.05,0.27,0.3075949367088608,0.2222222222222222
Luke Shaw,Man Utd,DEF,4.5,1,1.0,1.0,90,21.0,0.0,0.26,0.26,0.26,0.2222222222222222
Harry Amass,Man Utd,DEF,4.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Tyler Fredricson,Man Utd,DEF,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Borges Fernandes,Man Utd,MID,12.0,2,2.0,2.0,90,51.0,0.08,0.26,0.34,0.34,0.16666666666666666
Bryan Mbeumo,Man Utd,MID,8.0,2,2.0,2.0,90,38.0,0.5,0.23,0.73,0.73,0.25
Matheus Santos Carneiro da Cunha,Man Utd,MID,8.0,2,2.0,2.0,79,10.0,0.24,0.21,0.45,0.5126582278481012,0.25
Marcus Rashford,Man Utd,MID,7.0,1,1.0,1.0,45,1.7,0.0,0.1,0.1,0.2,0.14285714285714285
Mason Mount,Man Utd,MID,5.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Amad Diallo,Man Utd,MID,6.0,0,0.0,0.0,0,1.5,0.0,0.0,0.0,0.0,0.0
Kobbie Mainoo,Man Utd,MID,5.5,1,1.0,1.0,23,1.0,0.07,0.01,0.08,0.3130434782608696,0.18181818181818182
Manuel Ugarte Ribeiro,Man Utd,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Fletcher,Man Utd,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Lacey,Man Utd,MID,5.0,1,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.2
Toby Collyer,Man Utd,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bendito Mantato,Man Utd,MID,4.5,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Tyler Fletcher,Man Utd,MID,4.5,0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0
Benjamin Sesko,Man Utd,FWD,7.0,1,1.0,1.0,23,1.5,0.04,0.0,0.04,0.1565217391304348,0.14285714285714285
Joshua Zirkzee,Man Utd,FWD,5.5,0,0.0,0.0,0,0.6,0.0,0.0,0.0,0.0,0.0
Chido Obi,Man Utd,FWD,4.5,0,0.0,0.0,0,1.2,0.0,0.0,0.0,0.0,0.0
Nick Pope,Newcastle,GK,5.0,0,0.0,0.0,0,1.4,0.0,0.0,0.0,0.0,0.0
Mark Gillespie,Newcastle,GK,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ewen Jaouen,Newcastle,GK,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malick Thiaw,Newcastle,DEF,5.0,3,3.0,3.0,90,1.7,0.0,0.0,0.0,0.0,0.6
Fabian Schär,Newcastle,DEF,5.0,1,1.0,1.0,1,0.3,0.0,0.0,0.0,0.0,0.2
Sven Botman,Newcastle,DEF,5.0,3,3.0,3.0,90,0.4,0.0,0.01,0.01,0.01,0.6
Dan Burn,Newcastle,DEF,5.0,0,0.0,0.0,0,2.5,0.0,0.0,0.0,0.0,0.0
Lewis Hall,Newcastle,DEF,5.0,3,3.0,3.0,90,3.7,0.0,0.35,0.35,0.35,0.6
Tino Livramento,Newcastle,DEF,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Murphy,Newcastle,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Harvey Barnes,Newcastle,MID,6.0,2,2.0,2.0,90,1.1,0.06,0.02,0.08,0.08,0.3333333333333333
Anthony Elanga,Newcastle,MID,6.0,10,10.0,10.0,75,0.9,0.11,0.01,0.12,0.144,1.6666666666666667
Jacob Ramsey,Newcastle,MID,5.0,0,0.0,0.0,34,0.4,0.09,0.01,0.1,0.2647058823529412,0.0
Jacob Murphy,Newcastle,MID,6.0,0,0.0,0.0,14,0.2,0.0,0.0,0.0,0.0,0.0
Joelinton Cássio Apolinário de Lira,Newcastle,MID,5.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Miley,Newcastle,MID,5.5,3,3.0,3.0,75,0.1,0.05,0.01,0.06,0.072,0.5454545454545454
Joe Willock,Newcastle,MID,5.0,6,6.0,6.0,34,0.1,0.09,0.17,0.26,0.6882352941176471,1.2
Bazoumana Touré,Newcastle,MID,6.0,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Sean Steur,Newcastle,MID,5.0,1,1.0,1.0,55,0.1,0.0,0.0,0.0,0.0,0.2
Nick Woltemade,Newcastle,FWD,6.0,0,0.0,0.0,0,1.8,0.0,0.0,0.0,0.0,0.0
Yoane Wissa,Newcastle,FWD,6.0,4,4.0,4.0,90,1.8,0.94,0.02,0.96,0.96,0.6666666666666666
William Osula,Newcastle,FWD,6.0,4,4.0,4.0,55,1.0,0.06,0.14,0.2,0.32727272727272727,0.6666666666666666
Sean Neave,Newcastle,FWD,4.5,0,0.0,0.0,0,0.8,0.0,0.0,0.0,0.0,0.0
Aladji Bamba,Newcastle,MID,5.0,1,1.0,1.0,14,0.1,0.0,0.0,0.0,0.0,0.2
Lukás Hornícek,Newcastle,GK,5.0,1,1.0,1.0,90,0.7,0.0,0.0,0.0,0.0,0.2
Amar Dedic,Newcastle,DEF,4.5,1,1.0,1.0,90,0.3,0.03,0.0,0.03,0.03,0.2222222222222222
Matz Sels,Nott'm Forest,GK,5.0,2,2.0,2.0,90,1.6,0.0,0.0,0.0,0.0,0.4
John Victor Maciel Furtado,Nott'm Forest,GK,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Neco Williams,Nott'm Forest,DEF,5.0,2,2.0,2.0,90,10.0,0.0,0.02,0.02,0.02,0.4
Felipe Rodrigues da Silva,Nott'm Forest,DEF,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Nikola Milenković,Nott'm Forest,DEF,5.5,2,2.0,2.0,90,2.0,0.11,0.02,0.13,0.13,0.36363636363636365
Murillo Costa dos Santos,Nott'm Forest,DEF,5.5,4,4.0,4.0,90,1.6,0.0,0.28,0.28,0.28,0.7272727272727273
Ola Aina,Nott'm Forest,DEF,4.5,5,5.0,5.0,73,3.6,0.04,0.17,0.21,0.2589041095890411,1.1111111111111112
Jair Paula da Cunha Filho,Nott'm Forest,DEF,4.5,1,1.0,1.0,90,0.2,0.0,0.0,0.0,0.0,0.2222222222222222
Nicolò Savona,Nott'm Forest,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Richards,Nott'm Forest,DEF,4.0,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Zach Abbott,Nott'm Forest,DEF,4.0,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Luca Netz,Nott'm Forest,DEF,4.5,1,1.0,1.0,16,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
Tyler Bindon,Nott'm Forest,DEF,4.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,Nott'm Forest,MID,8.0,2,2.0,2.0,90,11.4,0.13,0.06,0.19,0.19000000000000003,0.25
Callum Hudson-Odoi,Nott'm Forest,MID,6.0,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Dan Ndoye,Nott'm Forest,MID,5.5,3,3.0,3.0,61,0.4,0.0,0.0,0.0,0.0,0.5454545454545454
Omari Hutchinson,Nott'm Forest,MID,5.5,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Dilane Bakwa,Nott'm Forest,MID,5.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
James McAtee,Nott'm Forest,MID,5.5,3,3.0,3.0,73,0.0,0.0,0.16,0.16,0.19726027397260273,0.5454545454545454
Nicolás Domínguez,Nott'm Forest,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Ibrahim Sangaré,Nott'm Forest,MID,5.0,2,2.0,2.0,90,1.1,0.03,0.01,0.04,0.04,0.4
Ryan Yates,Nott'm Forest,MID,4.5,0,0.0,0.0,0,1.8,0.0,0.0,0.0,0.0,0.0
Chris Wood,Nott'm Forest,FWD,6.0,1,1.0,1.0,28,1.8,0.12,0.01,0.13,0.41785714285714287,0.16666666666666666
Igor Jesus Maciel da Cruz,Nott'm Forest,FWD,6.0,2,2.0,2.0,90,4.2,0.22,0.02,0.24,0.24,0.3333333333333333
Arnaud Kalimuendo,Nott'm Forest,FWD,5.5,1,1.0,1.0,1,0.1,0.0,0.0,0.0,0.0,0.18181818181818182
Xaver Schlager,Nott'm Forest,MID,5.0,1,1.0,1.0,16,0.1,0.0,0.0,0.0,0.0,0.2
Ousmane Diomande,Nott'm Forest,DEF,5.5,0,0.0,0.0,0,0.8,0.0,0.0,0.0,0.0,0.0
Steven Benda,Nott'm Forest,GK,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Jan Paul van Hecke,Spurs,DEF,5.0,1,1.0,1.0,90,10.6,0.0,0.03,0.03,0.03,0.2
Sandro Tonali,Spurs,MID,5.5,2,2.0,2.0,90,4.2,0.04,0.06,0.1,0.1,0.36363636363636365
Guglielmo Vicario,Spurs,GK,4.5,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Brandon Austin,Spurs,GK,4.0,0,0.0,0.0,0,0.9,0.0,0.0,0.0,0.0,0.0
Antonín Kinský,Spurs,GK,4.5,2,2.0,2.0,90,23.9,0.0,0.0,0.0,0.0,0.4444444444444444
Martin Dubravka,Spurs,GK,4.0,0,0.0,0.0,0,19.4,0.0,0.0,0.0,0.0,0.0
Marcos Senesi Barón,Spurs,DEF,6.0,3,3.0,3.0,90,8.2,0.0,0.02,0.02,0.02,0.5
Pedro Porro Sauceda,Spurs,DEF,5.5,0,0.0,0.0,0,15.5,0.0,0.0,0.0,0.0,0.0
Cristian Romero,Spurs,DEF,5.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Kevin Danso,Spurs,DEF,5.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Andrew Robertson,Spurs,DEF,4.5,3,3.0,3.0,90,3.9,0.0,0.06,0.06,0.06,0.6666666666666666
Micky van de Ven,Spurs,DEF,5.0,0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
Djed Spence,Spurs,DEF,4.5,0,0.0,0.0,0,0.7,0.0,0.0,0.0,0.0,0.0
Destiny Udogie,Spurs,DEF,4.5,1,1.0,1.0,4,0.5,0.0,0.02,0.02,0.45,0.2222222222222222
Ashley Phillips,Spurs,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Davies,Spurs,DEF,4.0,0,0.0,0.0,0,1.1,0.0,0.0,0.0,0.0,0.0
Jun'ai Byfield,Spurs,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
James Rowswell,Spurs,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
João Victor de Souza Menezes,Spurs,DEF,4.0,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Mohammed Kudus,Spurs,MID,6.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Xavi Simons,Spurs,MID,6.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mathys Tel,Spurs,MID,6.0,2,2.0,2.0,90,0.6,0.06,0.06,0.12,0.12,0.3333333333333333
James Maddison,Spurs,MID,6.5,1,1.0,1.0,22,1.4,0.0,0.01,0.01,0.04090909090909091,0.15384615384615385
Rodrigo Bentancur,Spurs,MID,5.5,1,1.0,1.0,45,0.2,0.0,0.01,0.01,0.02,0.18181818181818182
Wilson Odobert,Spurs,MID,5.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Matar Sarr,Spurs,MID,5.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Conor Gallagher,Spurs,MID,5.5,0,0.0,0.0,45,0.3,0.02,0.06,0.08,0.16,0.0
Lucas Bergvall,Spurs,MID,5.5,1,1.0,1.0,45,0.2,0.0,0.01,0.01,0.02,0.18181818181818182
Dejan Kulusevski,Spurs,MID,6.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Archie Gray,Spurs,MID,5.0,2,2.0,2.0,85,0.2,0.0,0.01,0.01,0.010588235294117647,0.4
Mikey Moore,Spurs,MID,5.0,2,2.0,2.0,67,0.2,0.38,0.02,0.4,0.5373134328358209,0.4
Callum Olusesi,Spurs,MID,4.5,0,0.0,0.0,0,0.9,0.0,0.0,0.0,0.0,0.0
Mateus Fernandes,Spurs,MID,6.0,1,1.0,1.0,45,1.9,0.0,0.06,0.06,0.12,0.16666666666666666
Dominic Solanke-Mitchell,Spurs,FWD,6.0,1,1.0,1.0,22,1.4,0.07,0.0,0.07,0.2863636363636364,0.16666666666666666
Richarlison de Andrade,Spurs,FWD,6.0,2,2.0,2.0,67,3.2,0.0,0.0,0.0,0.0,0.3333333333333333
Dane Scarlett,Spurs,FWD,4.5,0,0.0,0.0,0,1.8,0.0,0.0,0.0,0.0,0.0
Luca Williams-Barnett,Spurs,MID,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Roefs,Sunderland,GK,5.0,1,1.0,1.0,90,4.3,0.0,0.0,0.0,0.0,0.2
Anthony Patterson,Sunderland,GK,4.0,0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0
Melker Ellborg,Sunderland,GK,4.5,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Daniel Ballard,Sunderland,DEF,5.0,0,0.0,0.0,90,5.6,0.0,0.01,0.01,0.01,0.0
Nordi Mukiele,Sunderland,DEF,5.5,0,0.0,0.0,0,2.8,0.0,0.0,0.0,0.0,0.0
Trai Hume,Sunderland,DEF,4.5,2,2.0,2.0,79,6.9,0.04,0.27,0.31,0.35316455696202537,0.4444444444444444
Omar Alderete,Sunderland,DEF,5.0,1,1.0,1.0,23,0.5,0.0,0.01,0.01,0.0391304347826087,0.2
Reinildo Mandava,Sunderland,DEF,4.5,1,1.0,1.0,90,0.5,0.0,0.29,0.29,0.29,0.2222222222222222
Jenson Seelt,Sunderland,DEF,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Fuhr Hjelde,Sunderland,DEF,4.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Luke O'Nien,Sunderland,DEF,4.0,1,1.0,1.0,66,3.7,0.01,0.01,0.02,0.02727272727272727,0.25
Arthur Masuaku,Sunderland,DEF,4.0,0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0
Thomas Meunier,Sunderland,DEF,4.5,1,1.0,1.0,90,0.3,0.08,0.08,0.16,0.16,0.2222222222222222
Enzo Le Fée,Sunderland,MID,6.0,2,2.0,2.0,79,9.9,0.0,0.03,0.03,0.03417721518987342,0.3333333333333333
Habib Diarra,Sunderland,MID,5.5,1,1.0,1.0,10,0.1,0.03,0.0,0.03,0.27,0.18181818181818182
Granit Xhaka,Sunderland,MID,5.5,9,9.0,9.0,90,4.5,0.0,0.09,0.09,0.09,1.6363636363636365
Noah Sadiki,Sunderland,MID,5.0,2,2.0,2.0,90,0.4,0.06,0.03,0.09,0.09,0.4
Simon Adingra,Sunderland,MID,5.0,0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0
Romaine Mundle,Sunderland,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Rigg,Sunderland,MID,5.0,1,1.0,1.0,10,0.1,0.0,0.0,0.0,0.0,0.2
Chemsdine Talbi,Sunderland,MID,5.5,1,1.0,1.0,31,0.2,0.0,0.0,0.0,0.0,0.18181818181818182
Djiamgone Jocelin Ta Bi,Sunderland,MID,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Nilson Angulo,Sunderland,MID,5.0,5,5.0,5.0,58,0.1,0.15,0.01,0.16,0.24827586206896554,1.0
Brian Brobbey,Sunderland,FWD,6.0,2,2.0,2.0,66,13.9,0.3,0.0,0.3,0.40909090909090906,0.3333333333333333
Wilson Isidor,Sunderland,FWD,5.5,1,1.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.18181818181818182
